Order Date,Product Category,Sales per Unit,Quantity,Total Sales
2024-05-11,Other,5,4,20
2024-05-11,Other,9,5,45
2024-05-11,Clothing,200,2,400
2024-05-11,Ornaments,60,1,60
2024-05-11,Ornaments,45,2,90
2024-05-11,Clothing,100,1,100
2024-05-11,Clothing,60,2,120
2024-05-11,Other,9,2,18
2024-05-11,Clothing,110,3,330
2024-05-11,Other,110,1,110
2024-05-11,Ornaments,45,1,45
2024-05-11,Clothing,70,5,350
2024-05-11,Ornaments,20,1,20
2024-05-11,Clothing,130,1,130
2024-05-11,Other,10,2,20
2024-05-11,Clothing,100,2,200
2024-05-11,Clothing,60,1,60
2024-05-12,Other,10,2,20
2024-05-12,Clothing,170,1,170
2024-05-12,Clothing,125,2,250
2024-05-12,Ornaments,120,2,240
2024-05-12,Clothing,110,2,220
2024-05-12,Ornaments,82,2,164
2024-05-12,Clothing,170,3,510
2024-05-12,Other,10,1,10
2024-05-12,Other,9,1,9
2024-05-12,Clothing,102,1,102
2024-05-12,Clothing,65,2,130
2024-05-12,Other,14,1,14
2024-05-12,Clothing,65,1,65
2024-05-12,Clothing,100,6,600
2024-05-12,Ornaments,102,1,102
2024-05-12,Ornaments,45,1,45
2024-05-12,Ornaments,15,1,15
2024-05-12,Ornaments,15,1,15
2024-05-12,Ornaments,70,1,70
2024-05-12,Ornaments,55,2,110
2024-05-12,Other,44,1,44
2024-05-12,Clothing,105,4,420
2024-05-12,Other,23,2,46
2024-05-12,Clothing,97,1,97
2024-05-12,Ornaments,55,1,55
2024-05-12,Ornaments,20,2,40
2024-05-12,Clothing,113,1,113
2024-05-12,Clothing,65,1,65
2024-05-12,Other,49,2,98
2024-05-12,Ornaments,60,1,60
2024-05-12,Other,9,2,18
2024-05-12,Clothing,135,1,135
2024-05-12,Clothing,60,1,60
2024-05-12,Clothing,132,3,396
2024-05-12,Clothing,125,1,125
2024-05-12,Clothing,142,2,284
2024-05-12,Ornaments,27,1,27
2024-05-12,Other,10,1,10
2024-05-12,Clothing,132,6,792
2024-05-12,Other,15,1,15
2024-05-12,Other,39,1,39
2024-05-12,Clothing,100,5,500
2024-05-12,Clothing,120,1,120
2024-05-12,Ornaments,55,2,110
2024-05-12,Other,39,2,78
2024-05-12,Ornaments,15,1,15
2024-05-12,Clothing,95,1,95
2024-05-12,Ornaments,90,2,180
2024-05-12,Other,55,1,55
2024-05-12,Clothing,65,3,195
2024-05-12,Clothing,65,2,130
2024-05-12,Ornaments,60,1,60
2024-05-12,Other,4,1,4
2024-05-12,Clothing,175,1,175
2024-05-12,Clothing,115,1,115
2024-05-12,Ornaments,80,2,160
2024-05-12,Clothing,65,1,65
2024-05-12,Other,85,1,85
2024-05-12,Ornaments,15,1,15
2024-05-12,Ornaments,37,3,111
2024-05-12,Ornaments,40,2,80
2024-05-12,Clothing,130,1,130
2024-05-12,Ornaments,20,2,40
2024-05-12,Clothing,130,4,520
2024-05-12,Clothing,60,1,60
2024-05-12,Other,15,1,15
2024-05-12,Ornaments,32,4,128
2024-05-12,Clothing,102,1,102
2024-05-12,Ornaments,15,4,60
2024-05-12,Clothing,65,1,65
2024-05-12,Other,9,1,9
2024-05-12,Ornaments,15,1,15
2024-05-12,Clothing,130,1,130
2024-05-12,Clothing,145,5,725
2024-05-12,Ornaments,15,1,15
2024-05-12,Clothing,130,2,260
2024-05-12,Ornaments,15,4,60
2024-05-12,Clothing,170,2,340
2024-05-12,Ornaments,137,4,548
2024-05-12,Clothing,158,1,158
2024-05-12,Other,14,1,14
2024-05-13,Other,4,2,8
2024-05-13,Clothing,65,1,65
2024-05-13,Clothing,92,1,92
2024-05-13,Clothing,163,2,326
2024-05-13,Ornaments,20,4,80
2024-05-13,Ornaments,10,6,60
2024-05-13,Clothing,60,4,240
2024-05-13,Clothing,172,1,172
2024-05-13,Clothing,97,2,194
2024-05-13,Clothing,70,3,210
2024-05-13,Ornaments,15,2,30
2024-05-13,Clothing,123,2,246
2024-05-13,Other,9,1,9
2024-05-13,Clothing,65,2,130
2024-05-13,Clothing,130,3,390
2024-05-13,Clothing,65,2,130
2024-05-13,Ornaments,55,1,55
2024-05-13,Ornaments,25,1,25
2024-05-13,Ornaments,15,2,30
2024-05-13,Clothing,135,1,135
2024-05-13,Clothing,142,1,142
2024-05-13,Clothing,137,1,137
2024-05-13,Clothing,70,4,280
2024-05-13,Other,9,2,18
2024-05-13,Ornaments,10,2,20
2024-05-13,Ornaments,35,2,70
2024-05-13,Clothing,97,4,388
2024-05-13,Ornaments,45,1,45
2024-05-13,Clothing,205,1,205
2024-05-13,Other,9,2,18
2024-05-13,Clothing,140,3,420
2024-05-13,Ornaments,20,6,120
2024-05-13,Clothing,85,2,170
2024-05-13,Ornaments,15,2,30
2024-05-13,Clothing,153,1,153
2024-05-13,Ornaments,45,1,45
2024-05-13,Clothing,60,2,120
2024-05-13,Clothing,65,3,195
2024-05-13,Ornaments,85,2,170
2024-05-13,Clothing,102,1,102
2024-05-13,Clothing,97,3,291
2024-05-13,Clothing,97,1,97
2024-05-13,Ornaments,20,1,20
2024-05-13,Other,9,1,9
2024-05-13,Ornaments,25,2,50
2024-05-13,Ornaments,57,2,114
2024-05-13,Clothing,127,1,127
2024-05-13,Other,9,4,36
2024-05-13,Clothing,135,1,135
2024-05-13,Clothing,105,2,210
2024-05-13,Ornaments,82,1,82
2024-05-13,Clothing,130,2,260
2024-05-13,Clothing,60,1,60
2024-05-13,Ornaments,60,2,120
2024-05-13,Clothing,105,1,105
2024-05-13,Clothing,105,2,210
2024-05-13,Clothing,160,2,320
2024-05-13,Ornaments,15,1,15
2024-05-13,Other,15,1,15
2024-05-13,Clothing,65,2,130
2024-05-13,Clothing,137,2,274
2024-05-13,Clothing,65,2,130
2024-05-13,Clothing,137,2,274
2024-05-13,Clothing,105,2,210
2024-05-13,Clothing,92,2,184
2024-05-13,Ornaments,50,4,200
2024-05-13,Clothing,100,1,100
2024-05-13,Clothing,70,3,210
2024-05-13,Clothing,137,1,137
2024-05-13,Ornaments,60,2,120
2024-05-13,Ornaments,15,1,15
2024-05-13,Ornaments,55,2,110
2024-05-13,Other,85,1,85
2024-05-13,Ornaments,45,1,45
2024-05-13,Other,9,1,9
2024-05-13,Clothing,100,4,400
2024-05-13,Clothing,160,1,160
2024-05-13,Clothing,60,2,120
2024-05-13,Clothing,118,1,118
2024-05-13,Clothing,145,1,145
2024-05-13,Ornaments,15,1,15
2024-05-13,Clothing,140,1,140
2024-05-13,Ornaments,20,1,20
2024-05-13,Other,14,1,14
2024-05-13,Clothing,65,2,130
2024-05-14,Ornaments,90,2,180
2024-05-14,Ornaments,50,2,100
2024-05-14,Ornaments,15,1,15
2024-05-14,Clothing,95,1,95
2024-05-14,Ornaments,10,5,50
2024-05-14,Ornaments,50,2,100
2024-05-14,Ornaments,85,1,85
2024-05-14,Ornaments,37,1,37
2024-05-14,Clothing,60,3,180
2024-05-14,Clothing,100,1,100
2024-05-14,Clothing,113,2,226
2024-05-14,Clothing,65,2,130
2024-05-14,Clothing,65,1,65
2024-05-14,Ornaments,132,1,132
2024-05-14,Clothing,97,1,97
2024-05-14,Clothing,125,1,125
2024-05-14,Clothing,60,6,360
2024-05-14,Ornaments,57,2,114
2024-05-14,Other,9,2,18
2024-05-14,Ornaments,77,1,77
2024-05-14,Clothing,102,1,102
2024-05-14,Clothing,97,1,97
2024-05-14,Clothing,175,1,175
2024-05-14,Clothing,97,1,97
2024-05-14,Clothing,123,2,246
2024-05-14,Clothing,170,1,170
2024-05-14,Clothing,170,3,510
2024-05-14,Clothing,120,3,360
2024-05-14,Clothing,97,2,194
2024-05-14,Clothing,97,1,97
2024-05-14,Other,5,1,5
2024-05-14,Clothing,120,1,120
2024-05-14,Ornaments,60,1,60
2024-05-14,Clothing,95,4,380
2024-05-14,Clothing,92,1,92
2024-05-14,Ornaments,110,1,110
2024-05-14,Clothing,95,1,95
2024-05-14,Ornaments,15,1,15
2024-05-14,Ornaments,60,1,60
2024-05-14,Ornaments,27,1,27
2024-05-14,Ornaments,55,1,55
2024-05-14,Clothing,170,1,170
2024-05-14,Clothing,130,1,130
2024-05-14,Clothing,70,2,140
2024-05-14,Clothing,70,1,70
2024-05-14,Ornaments,15,1,15
2024-05-14,Clothing,102,2,204
2024-05-14,Clothing,60,1,60
2024-05-14,Clothing,60,3,180
2024-05-14,Clothing,65,1,65
2024-05-14,Other,10,2,20
2024-05-14,Ornaments,120,2,240
2024-05-14,Other,4,3,12
2024-05-14,Clothing,65,2,130
2024-05-14,Ornaments,15,3,45
2024-05-14,Clothing,97,4,388
2024-05-14,Clothing,130,1,130
2024-05-14,Other,4,1,4
2024-05-14,Other,9,2,18
2024-05-14,Ornaments,95,2,190
2024-05-14,Ornaments,50,1,50
2024-05-14,Clothing,135,4,540
2024-05-14,Ornaments,20,1,20
2024-05-14,Clothing,65,2,130
2024-05-14,Other,74,1,74
2024-05-14,Clothing,60,2,120
2024-05-14,Clothing,65,2,130
2024-05-14,Clothing,200,1,200
2024-05-14,Clothing,70,2,140
2024-05-14,Ornaments,50,1,50
2024-05-14,Clothing,123,1,123
2024-05-14,Other,114,1,114
2024-05-14,Clothing,102,3,306
2024-05-14,Ornaments,145,2,290
2024-05-14,Other,4,2,8
2024-05-14,Clothing,130,2,260
2024-05-14,Ornaments,15,1,15
2024-05-14,Clothing,70,2,140
2024-05-14,Clothing,70,3,210
2024-05-14,Ornaments,45,1,45
2024-05-14,Clothing,100,2,200
2024-05-14,Clothing,97,1,97
2024-05-14,Other,15,1,15
2024-05-15,Ornaments,65,2,130
2024-05-15,Clothing,90,1,90
2024-05-15,Ornaments,20,2,40
2024-05-15,Ornaments,20,1,20
2024-05-15,Ornaments,32,1,32
2024-05-15,Clothing,145,4,580
2024-05-15,Clothing,130,3,390
2024-05-15,Clothing,118,1,118
2024-05-15,Clothing,142,2,284
2024-05-15,Clothing,130,5,650
2024-05-15,Ornaments,67,1,67
2024-05-15,Clothing,65,1,65
2024-05-15,Clothing,70,2,140
2024-05-15,Ornaments,60,2,120
2024-05-15,Ornaments,27,1,27
2024-05-15,Clothing,70,1,70
2024-05-15,Other,9,1,9
2024-05-15,Ornaments,55,1,55
2024-05-15,Ornaments,10,1,10
2024-05-15,Other,4,2,8
2024-05-15,Clothing,95,1,95
2024-05-15,Ornaments,15,4,60
2024-05-15,Clothing,140,2,280
2024-05-15,Clothing,105,5,525
2024-05-15,Other,79,3,237
2024-05-15,Clothing,113,2,226
2024-05-15,Clothing,100,1,100
2024-05-15,Clothing,102,1,102
2024-05-15,Clothing,65,1,65
2024-05-15,Clothing,65,1,65
2024-05-15,Ornaments,27,3,81
2024-05-15,Other,4,1,4
2024-05-15,Clothing,60,1,60
2024-05-15,Clothing,70,1,70
2024-05-15,Clothing,102,3,306
2024-05-15,Clothing,65,1,65
2024-05-15,Clothing,125,2,250
2024-05-15,Clothing,170,2,340
2024-05-15,Other,9,3,27
2024-05-15,Clothing,200,1,200
2024-05-15,Clothing,60,3,180
2024-05-15,Ornaments,20,6,120
2024-05-15,Other,14,2,28
2024-05-15,Ornaments,15,1,15
2024-05-15,Ornaments,40,2,80
2024-05-15,Clothing,65,1,65
2024-05-15,Clothing,85,1,85
2024-05-15,Clothing,125,1,125
2024-05-15,Ornaments,37,4,148
2024-05-15,Ornaments,40,2,80
2024-05-15,Clothing,100,1,100
2024-05-15,Clothing,170,2,340
2024-05-15,Ornaments,45,2,90
2024-05-15,Ornaments,140,2,280
2024-05-15,Clothing,85,2,170
2024-05-15,Clothing,105,3,315
2024-05-15,Ornaments,85,1,85
2024-05-15,Other,18,1,18
2024-05-15,Clothing,95,3,285
2024-05-15,Clothing,135,2,270
2024-05-15,Other,14,6,84
2024-05-15,Other,9,2,18
2024-05-15,Clothing,90,3,270
2024-05-15,Clothing,97,1,97
2024-05-15,Other,45,2,90
2024-05-15,Clothing,105,2,210
2024-05-15,Ornaments,15,2,30
2024-05-15,Clothing,113,1,113
2024-05-15,Other,9,3,27
2024-05-15,Other,79,4,316
2024-05-15,Ornaments,40,2,80
2024-05-15,Ornaments,40,2,80
2024-05-15,Clothing,110,2,220
2024-05-15,Clothing,145,6,870
2024-05-15,Other,9,3,27
2024-05-15,Clothing,195,2,390
2024-05-15,Clothing,65,1,65
2024-05-15,Clothing,65,1,65
2024-05-16,Ornaments,15,4,60
2024-05-16,Ornaments,15,3,45
2024-05-16,Ornaments,65,2,130
2024-05-16,Ornaments,37,3,111
2024-05-16,Clothing,205,1,205
2024-05-16,Clothing,60,1,60
2024-05-16,Clothing,140,6,840
2024-05-16,Ornaments,25,2,50
2024-05-16,Ornaments,60,3,180
2024-05-16,Clothing,183,2,366
2024-05-16,Other,9,1,9
2024-05-16,Ornaments,15,1,15
2024-05-16,Clothing,97,5,485
2024-05-16,Clothing,65,2,130
2024-05-16,Other,4,1,4
2024-05-16,Clothing,170,1,170
2024-05-16,Clothing,140,3,420
2024-05-16,Clothing,65,3,195
2024-05-16,Clothing,167,2,334
2024-05-16,Ornaments,82,2,164
2024-05-16,Other,14,2,28
2024-05-16,Clothing,70,2,140
2024-05-16,Clothing,65,1,65
2024-05-16,Clothing,118,1,118
2024-05-16,Clothing,110,3,330
2024-05-16,Clothing,97,1,97
2024-05-16,Clothing,95,2,190
2024-05-16,Ornaments,15,1,15
2024-05-16,Ornaments,20,2,40
2024-05-16,Ornaments,95,2,190
2024-05-16,Clothing,97,1,97
2024-05-16,Clothing,60,2,120
2024-05-16,Clothing,130,1,130
2024-05-16,Ornaments,50,1,50
2024-05-16,Clothing,70,1,70
2024-05-16,Clothing,135,2,270
2024-05-16,Other,79,2,158
2024-05-16,Ornaments,45,3,135
2024-05-16,Clothing,65,1,65
2024-05-16,Clothing,130,1,130
2024-05-16,Clothing,167,1,167
2024-05-16,Clothing,137,1,137
2024-05-16,Other,4,2,8
2024-05-16,Other,10,1,10
2024-05-16,Clothing,110,2,220
2024-05-16,Ornaments,20,4,80
2024-05-16,Ornaments,45,1,45
2024-05-16,Clothing,193,1,193
2024-05-16,Ornaments,45,3,135
2024-05-16,Ornaments,15,3,45
2024-05-16,Clothing,102,1,102
2024-05-16,Clothing,60,1,60
2024-05-16,Clothing,130,3,390
2024-05-16,Other,45,2,90
2024-05-16,Clothing,100,1,100
2024-05-16,Clothing,140,3,420
2024-05-16,Ornaments,15,2,30
2024-05-16,Other,48,2,96
2024-05-16,Ornaments,50,2,100
2024-05-16,Other,44,2,88
2024-05-16,Clothing,100,1,100
2024-05-16,Clothing,140,2,280
2024-05-16,Other,4,1,4
2024-05-16,Other,10,3,30
2024-05-16,Ornaments,15,1,15
2024-05-16,Clothing,65,6,390
2024-05-16,Ornaments,57,2,114
2024-05-16,Clothing,135,1,135
2024-05-16,Clothing,97,1,97
2024-05-16,Ornaments,32,4,128
2024-05-16,Ornaments,55,1,55
2024-05-16,Other,54,1,54
2024-05-16,Ornaments,20,2,40
2024-05-16,Clothing,100,6,600
2024-05-16,Other,4,2,8
2024-05-16,Ornaments,20,1,20
2024-05-16,Clothing,70,4,280
2024-05-16,Ornaments,37,1,37
2024-05-16,Other,49,1,49
2024-05-16,Clothing,137,2,274
2024-05-16,Clothing,105,1,105
2024-05-16,Clothing,70,4,280
2024-05-16,Ornaments,70,1,70
2024-05-16,Other,15,1,15
2024-05-16,Ornaments,45,4,180
2024-05-16,Ornaments,20,2,40
2024-05-16,Clothing,60,2,120
2024-05-16,Clothing,65,1,65
2024-05-16,Clothing,138,2,276
2024-05-16,Clothing,100,2,200
2024-05-16,Clothing,170,1,170
2024-05-16,Ornaments,10,2,20
2024-05-17,Other,74,4,296
2024-05-17,Ornaments,27,1,27
2024-05-17,Clothing,188,1,188
2024-05-17,Clothing,118,1,118
2024-05-17,Other,29,1,29
2024-05-17,Other,50,3,150
2024-05-17,Clothing,105,4,420
2024-05-17,Ornaments,20,1,20
2024-05-17,Other,34,1,34
2024-05-17,Other,54,1,54
2024-05-17,Ornaments,45,1,45
2024-05-17,Clothing,100,1,100
2024-05-17,Ornaments,50,3,150
2024-05-17,Clothing,110,1,110
2024-05-17,Clothing,97,3,291
2024-05-17,Other,4,2,8
2024-05-17,Ornaments,72,1,72
2024-05-17,Ornaments,20,1,20
2024-05-17,Other,54,2,108
2024-05-17,Ornaments,50,1,50
2024-05-17,Clothing,127,1,127
2024-05-17,Other,80,3,240
2024-05-17,Clothing,165,3,495
2024-05-17,Clothing,110,1,110
2024-05-17,Clothing,70,1,70
2024-05-17,Clothing,100,1,100
2024-05-17,Ornaments,20,4,80
2024-05-17,Ornaments,40,2,80
2024-05-17,Clothing,135,1,135
2024-05-17,Clothing,100,2,200
2024-05-17,Other,10,2,20
2024-05-17,Clothing,130,1,130
2024-05-17,Ornaments,90,2,180
2024-05-17,Ornaments,15,1,15
2024-05-17,Ornaments,45,1,45
2024-05-17,Clothing,200,1,200
2024-05-17,Clothing,90,1,90
2024-05-17,Ornaments,40,1,40
2024-05-17,Ornaments,40,1,40
2024-05-17,Clothing,97,3,291
2024-05-17,Clothing,60,3,180
2024-05-17,Clothing,97,2,194
2024-05-17,Ornaments,60,3,180
2024-05-17,Clothing,65,2,130
2024-05-17,Other,10,4,40
2024-05-17,Clothing,120,2,240
2024-05-17,Ornaments,45,3,135
2024-05-17,Clothing,65,1,65
2024-05-17,Ornaments,90,1,90
2024-05-17,Ornaments,15,1,15
2024-05-17,Other,4,1,4
2024-05-17,Clothing,60,2,120
2024-05-17,Ornaments,10,1,10
2024-05-17,Ornaments,50,2,100
2024-05-17,Clothing,140,1,140
2024-05-17,Other,75,3,225
2024-05-17,Other,9,2,18
2024-05-17,Clothing,65,3,195
2024-05-17,Clothing,142,1,142
2024-05-17,Clothing,100,1,100
2024-05-17,Clothing,95,2,190
2024-05-17,Clothing,230,1,230
2024-05-17,Clothing,195,2,390
2024-05-17,Other,9,1,9
2024-05-17,Ornaments,15,1,15
2024-05-17,Clothing,65,1,65
2024-05-17,Clothing,170,1,170
2024-05-17,Clothing,70,1,70
2024-05-17,Clothing,92,2,184
2024-05-17,Ornaments,10,1,10
2024-05-17,Other,14,3,42
2024-05-17,Clothing,70,2,140
2024-05-17,Clothing,97,4,388
2024-05-17,Ornaments,55,1,55
2024-05-17,Clothing,70,1,70
2024-05-17,Clothing,170,3,510
2024-05-18,Clothing,183,2,366
2024-05-18,Ornaments,40,1,40
2024-05-18,Clothing,118,1,118
2024-05-18,Clothing,130,1,130
2024-05-18,Ornaments,15,1,15
2024-05-18,Clothing,105,3,315
2024-05-18,Clothing,65,2,130
2024-05-18,Ornaments,15,4,60
2024-05-18,Other,55,4,220
2024-05-18,Clothing,65,3,195
2024-05-18,Clothing,70,2,140
2024-05-18,Ornaments,20,1,20
2024-05-18,Clothing,163,1,163
2024-05-18,Clothing,65,2,130
2024-05-18,Clothing,102,2,204
2024-05-18,Clothing,65,1,65
2024-05-18,Clothing,65,3,195
2024-05-18,Clothing,60,1,60
2024-05-18,Ornaments,15,1,15
2024-05-18,Clothing,100,1,100
2024-05-18,Clothing,137,3,411
2024-05-18,Clothing,188,2,376
2024-05-18,Clothing,135,3,405
2024-05-18,Other,44,1,44
2024-05-18,Clothing,130,1,130
2024-05-18,Clothing,118,2,236
2024-05-18,Clothing,170,1,170
2024-05-18,Ornaments,27,1,27
2024-05-18,Other,79,3,237
2024-05-18,Clothing,97,1,97
2024-05-18,Clothing,92,2,184
2024-05-18,Other,9,4,36
2024-05-18,Clothing,92,1,92
2024-05-18,Ornaments,10,1,10
2024-05-18,Clothing,65,1,65
2024-05-18,Other,4,1,4
2024-05-18,Ornaments,55,3,165
2024-05-18,Clothing,115,1,115
2024-05-18,Ornaments,60,3,180
2024-05-18,Clothing,60,1,60
2024-05-18,Clothing,60,2,120
2024-05-18,Clothing,137,5,685
2024-05-18,Ornaments,15,5,75
2024-05-18,Ornaments,15,1,15
2024-05-18,Ornaments,45,1,45
2024-05-18,Clothing,70,1,70
2024-05-18,Clothing,102,2,204
2024-05-18,Other,10,2,20
2024-05-18,Other,10,1,10
2024-05-18,Clothing,60,2,120
2024-05-18,Ornaments,45,1,45
2024-05-18,Clothing,118,1,118
2024-05-18,Clothing,97,2,194
2024-05-18,Clothing,65,1,65
2024-05-18,Clothing,97,1,97
2024-05-18,Other,10,1,10
2024-05-18,Clothing,65,1,65
2024-05-18,Clothing,145,2,290
2024-05-18,Other,10,2,20
2024-05-18,Other,23,4,92
2024-05-18,Ornaments,37,4,148
2024-05-18,Clothing,130,1,130
2024-05-18,Other,54,2,108
2024-05-18,Ornaments,25,1,25
2024-05-18,Ornaments,97,1,97
2024-05-18,Clothing,135,1,135
2024-05-18,Clothing,167,1,167
2024-05-18,Clothing,70,2,140
2024-05-18,Clothing,110,2,220
2024-05-18,Clothing,118,1,118
2024-05-18,Clothing,100,2,200
2024-05-18,Ornaments,15,4,60
2024-05-18,Ornaments,45,1,45
2024-05-18,Clothing,110,1,110
2024-05-18,Ornaments,85,2,170
2024-05-18,Ornaments,37,1,37
2024-05-19,Ornaments,27,6,162
2024-05-19,Clothing,102,2,204
2024-05-19,Ornaments,60,1,60
2024-05-19,Clothing,70,1,70
2024-05-19,Ornaments,45,2,90
2024-05-19,Clothing,125,1,125
2024-05-19,Ornaments,32,1,32
2024-05-19,Ornaments,15,2,30
2024-05-19,Clothing,115,1,115
2024-05-19,Ornaments,70,3,210
2024-05-19,Clothing,97,5,485
2024-05-19,Clothing,92,1,92
2024-05-19,Other,10,1,10
2024-05-19,Ornaments,90,1,90
2024-05-19,Other,4,1,4
2024-05-19,Clothing,153,2,306
2024-05-19,Clothing,175,1,175
2024-05-19,Ornaments,10,1,10
2024-05-19,Clothing,165,2,330
2024-05-19,Other,58,6,348
2024-05-19,Clothing,115,1,115
2024-05-19,Clothing,118,4,472
2024-05-19,Clothing,70,1,70
2024-05-19,Ornaments,32,1,32
2024-05-19,Clothing,113,2,226
2024-05-19,Clothing,70,2,140
2024-05-19,Ornaments,15,2,30
2024-05-19,Other,10,1,10
2024-05-19,Other,14,4,56
2024-05-19,Clothing,135,1,135
2024-05-19,Ornaments,80,2,160
2024-05-19,Clothing,65,2,130
2024-05-19,Ornaments,77,1,77
2024-05-19,Ornaments,85,3,255
2024-05-19,Ornaments,55,1,55
2024-05-19,Other,5,5,25
2024-05-19,Clothing,92,2,184
2024-05-19,Clothing,102,2,204
2024-05-19,Clothing,97,1,97
2024-05-19,Clothing,70,1,70
2024-05-19,Clothing,92,2,184
2024-05-19,Other,64,1,64
2024-05-19,Other,64,2,128
2024-05-19,Clothing,65,1,65
2024-05-19,Clothing,65,2,130
2024-05-19,Other,4,2,8
2024-05-19,Ornaments,20,1,20
2024-05-19,Clothing,130,2,260
2024-05-19,Clothing,95,1,95
2024-05-19,Clothing,60,1,60
2024-05-19,Other,5,1,5
2024-05-19,Clothing,130,1,130
2024-05-19,Clothing,60,4,240
2024-05-19,Other,14,1,14
2024-05-19,Ornaments,45,2,90
2024-05-19,Clothing,115,1,115
2024-05-19,Clothing,170,4,680
2024-05-19,Clothing,135,1,135
2024-05-19,Ornaments,52,3,156
2024-05-19,Clothing,153,2,306
2024-05-19,Ornaments,20,3,60
2024-05-19,Ornaments,37,1,37
2024-05-19,Clothing,100,1,100
2024-05-19,Other,9,1,9
2024-05-19,Clothing,92,5,460
2024-05-19,Clothing,150,1,150
2024-05-19,Clothing,65,1,65
2024-05-19,Ornaments,15,2,30
2024-05-19,Other,50,1,50
2024-05-19,Clothing,70,3,210
2024-05-19,Clothing,65,1,65
2024-05-19,Clothing,140,3,420
2024-05-19,Other,50,2,100
2024-05-19,Other,9,1,9
2024-05-19,Ornaments,55,2,110
2024-05-19,Clothing,65,2,130
2024-05-19,Clothing,135,1,135
2024-05-19,Clothing,135,1,135
2024-05-19,Clothing,105,1,105
2024-05-19,Ornaments,120,1,120
2024-05-19,Ornaments,10,2,20
2024-05-19,Clothing,60,1,60
2024-05-19,Clothing,130,2,260
2024-05-19,Clothing,97,4,388
2024-05-19,Clothing,70,1,70
2024-05-19,Clothing,105,1,105
2024-05-19,Ornaments,45,5,225
2024-05-19,Clothing,118,1,118
2024-05-19,Clothing,97,1,97
2024-05-19,Ornaments,10,1,10
2024-05-19,Clothing,100,1,100
2024-05-19,Clothing,130,3,390
2024-05-20,Other,45,2,90
2024-05-20,Other,15,1,15
2024-05-20,Clothing,95,2,190
2024-05-20,Clothing,60,1,60
2024-05-20,Clothing,135,1,135
2024-05-20,Ornaments,20,1,20
2024-05-20,Ornaments,15,2,30
2024-05-20,Clothing,125,2,250
2024-05-20,Clothing,100,1,100
2024-05-20,Ornaments,50,3,150
2024-05-20,Ornaments,55,1,55
2024-05-20,Ornaments,45,3,135
2024-05-20,Ornaments,15,1,15
2024-05-20,Clothing,170,1,170
2024-05-20,Other,15,2,30
2024-05-20,Ornaments,45,1,45
2024-05-20,Ornaments,55,1,55
2024-05-20,Clothing,105,3,315
2024-05-20,Clothing,123,1,123
2024-05-20,Clothing,90,1,90
2024-05-20,Clothing,102,2,204
2024-05-20,Other,23,4,92
2024-05-20,Clothing,65,1,65
2024-05-20,Ornaments,20,1,20
2024-05-20,Other,74,1,74
2024-05-20,Ornaments,20,1,20
2024-05-20,Ornaments,45,1,45
2024-05-20,Clothing,130,1,130
2024-05-20,Clothing,97,1,97
2024-05-20,Ornaments,25,2,50
2024-05-20,Ornaments,20,1,20
2024-05-20,Clothing,130,3,390
2024-05-20,Ornaments,15,2,30
2024-05-20,Clothing,118,1,118
2024-05-20,Clothing,60,2,120
2024-05-20,Other,10,1,10
2024-05-20,Ornaments,15,3,45
2024-05-20,Other,23,1,23
2024-05-20,Clothing,97,1,97
2024-05-20,Other,4,3,12
2024-05-20,Ornaments,15,2,30
2024-05-20,Other,55,1,55
2024-05-20,Clothing,92,1,92
2024-05-20,Clothing,95,1,95
2024-05-20,Clothing,132,1,132
2024-05-20,Clothing,132,1,132
2024-05-20,Ornaments,40,2,80
2024-05-20,Clothing,140,5,700
2024-05-20,Clothing,100,2,200
2024-05-20,Other,49,4,196
2024-05-20,Clothing,118,1,118
2024-05-20,Clothing,100,1,100
2024-05-20,Clothing,110,3,330
2024-05-20,Ornaments,20,1,20
2024-05-20,Ornaments,50,1,50
2024-05-20,Other,9,2,18
2024-05-20,Clothing,105,1,105
2024-05-20,Ornaments,15,2,30
2024-05-20,Other,15,1,15
2024-05-20,Clothing,65,1,65
2024-05-20,Ornaments,55,1,55
2024-05-20,Other,9,1,9
2024-05-20,Ornaments,20,2,40
2024-05-20,Clothing,125,1,125
2024-05-20,Clothing,65,2,130
2024-05-20,Other,9,1,9
2024-05-20,Clothing,70,1,70
2024-05-20,Clothing,65,1,65
2024-05-20,Clothing,60,3,180
2024-05-20,Other,14,2,28
2024-05-20,Clothing,170,1,170
2024-05-20,Clothing,65,3,195
2024-05-20,Clothing,113,2,226
2024-05-20,Other,14,1,14
2024-05-20,Clothing,70,1,70
2024-05-20,Ornaments,40,1,40
2024-05-20,Clothing,102,1,102
2024-05-20,Other,9,2,18
2024-05-20,Ornaments,45,2,90
2024-05-20,Clothing,130,1,130
2024-05-20,Clothing,65,1,65
2024-05-20,Ornaments,15,1,15
2024-05-20,Clothing,145,1,145
2024-05-20,Other,9,1,9
2024-05-20,Other,4,1,4
2024-05-20,Ornaments,45,1,45
2024-05-21,Other,10,4,40
2024-05-21,Clothing,137,1,137
2024-05-21,Ornaments,10,2,20
2024-05-21,Clothing,105,3,315
2024-05-21,Clothing,145,2,290
2024-05-21,Ornaments,20,2,40
2024-05-21,Ornaments,65,1,65
2024-05-21,Clothing,97,4,388
2024-05-21,Clothing,100,1,100
2024-05-21,Clothing,140,2,280
2024-05-21,Ornaments,40,1,40
